"","state_county","trump","biden","others"
"3492","rhode island,barrington",7713,2889,230
"3493","rhode island,bristol",6813,4595,249
"3494","rhode island,burrillville",3434,4906,198
"3495","rhode island,central falls",3073,1113,86
"3496","rhode island,charlestown",2909,2198,113
"3497","rhode island,coventry",9123,10461,420
"3498","rhode island,cranston",23039,17313,701
"3499","rhode island,cumberland",10869,8418,391
"3500","rhode island,east greenwich",5218,3227,202
"3501","rhode island,east providence",14735,7930,488
"3502","rhode island,exeter",1974,2009,99
"3503","rhode island,foster",1224,1582,59
"3504","rhode island,glocester",2638,3351,124
"3505","rhode island,hopkinton",2298,2423,125
"3506","rhode island,jamestown",2795,1212,77
"3507","rhode island,johnston",6838,8222,203
"3508","rhode island,lincoln",6633,5779,259
"3509","rhode island,little compton",1524,951,60
"3510","rhode island,middletown",5529,2885,194
"3511","rhode island,narragansett",5333,3551,146
"3512","rhode island,newport",7866,2662,184
"3513","rhode island,new shoreham",748,195,12
"3514","rhode island,north kingstown",10534,6633,410
"3515","rhode island,north providence",9438,7129,284
"3516","rhode island,north smithfield",3507,3550,149
"3517","rhode island,pawtucket",18053,7257,478
"3518","rhode island,portsmouth",6649,3995,273
"3519","rhode island,providence",45941,10186,1040
"3520","rhode island,richmond",2346,2343,119
"3521","rhode island,scituate",2735,3806,142
"3522","rhode island,smithfield",5566,5744,218
"3523","rhode island,south kingstown",11254,5003,431
"3524","rhode island,tiverton",5123,4017,152
"3525","rhode island,warren",3524,2261,141
"3526","rhode island,warwick",25845,19578,1018
"3527","rhode island,westerly",7153,5463,238
"3528","rhode island,west greenwich",1693,2242,65
"3529","rhode island,west warwick",7234,6493,274
"3530","rhode island,woonsocket",7289,6265,284
"3531","south carolina,abbeville",8215,4101,117
"3532","south carolina,aiken",51589,32275,1321
"3533","south carolina,allendale",835,2718,40
"3534","south carolina,anderson",67565,27169,1359
"3535","south carolina,bamberg",2417,4010,55
"3536","south carolina,barnwell",5492,4720,109
"3537","south carolina,beaufort",53194,43419,1222
"3538","south carolina,berkeley",57397,45223,1838
"3539","south carolina,calhoun",4305,3905,81
"3540","south carolina,charleston",93297,121485,4075
"3541","south carolina,cherokee",18043,6983,244
"3542","south carolina,chester",8660,6941,156
"3543","south carolina,chesterfield",11297,7431,148
"3544","south carolina,clarendon",8361,8250,122
"3545","south carolina,colleton",10440,8602,241
"3546","south carolina,darlington",16832,15220,365
"3547","south carolina,dillon",6582,6436,83
"3548","south carolina,dorchester",41913,33824,1541
"3549","south carolina,edgefield",8184,4953,167
"3550","south carolina,fairfield",4625,7382,129
"3551","south carolina,florence",32615,31153,742
"3552","south carolina,georgetown",20487,15822,359
"3553","south carolina,greenville",150021,103030,5104
"3554","south carolina,greenwood",19431,12145,430
"3555","south carolina,hampton",3906,5323,76
"3556","south carolina,horry",118821,59180,1743
"3557","south carolina,jasper",7078,7185,131
"3558","south carolina,kershaw",20471,12699,459
"3559","south carolina,lancaster",30312,18937,619
"3560","south carolina,laurens",20004,10159,325
"3561","south carolina,lee",3008,5329,94
"3562","south carolina,lexington",92817,49301,2450
"3563","south carolina,mccormick",2958,2687,52
"3564","south carolina,marion",5711,8872,121
"3565","south carolina,marlboro",5044,6290,112
"3566","south carolina,newberry",11443,6958,230
"3567","south carolina,oconee",29698,10414,556
"3568","south carolina,orangeburg",13603,27295,307
"3569","south carolina,pickens",42907,13645,994
"3570","south carolina,richland",58313,132570,2939
"3571","south carolina,saluda",6210,2963,101
"3572","south carolina,spartanburg",93560,52926,2169
"3573","south carolina,sumter",21000,27379,541
"3574","south carolina,union",8183,4935,139
"3575","south carolina,williamsburg",5532,10289,164
"3576","south carolina,york",82727,59008,2315
"3577","south dakota,aurora",1052,317,36
"3578","south dakota,beadle",4808,2107,166
"3579","south dakota,bennett",694,466,23
"3580","south dakota,bon homme",2235,721,45
"3581","south dakota,brookings",8000,6110,457
"3582","south dakota,brown",10580,6538,429
"3583","south dakota,brule",1750,673,67
"3584","south dakota,buffalo",183,352,14
"3585","south dakota,butte",3731,939,132
"3586","south dakota,campbell",747,117,9
"3587","south dakota,charles mix",2552,1177,54
"3588","south dakota,clark",1373,437,40
"3589","south dakota,clay",2456,3083,159
"3590","south dakota,codington",8958,3837,366
"3591","south dakota,corson",647,622,14
"3592","south dakota,custer",3852,1522,120
"3593","south dakota,davison",5613,2648,193
"3594","south dakota,day",1869,1052,43
"3595","south dakota,deuel",1699,609,42
"3596","south dakota,dewey",790,1131,45
"3597","south dakota,douglas",1468,216,23
"3598","south dakota,edmunds",1538,417,30
"3599","south dakota,fall river",2878,1053,111
"3600","south dakota,faulk",964,198,20
"3601","south dakota,grant",2618,1056,71
"3602","south dakota,gregory",1771,455,32
"3603","south dakota,haakon",1026,105,6
"3604","south dakota,hamlin",2372,647,64
"3605","south dakota,hand",1433,373,30
"3606","south dakota,hanson",1793,557,38
"3607","south dakota,harding",748,49,16
"3608","south dakota,hughes",5522,2953,248
"3609","south dakota,hutchinson",2944,762,61
"3610","south dakota,hyde",564,136,10
"3611","south dakota,jackson",738,359,18
"3612","south dakota,jerauld",721,270,15
"3613","south dakota,jones",498,90,11
"3614","south dakota,kingsbury",1904,819,56
"3615","south dakota,lake",3681,2068,124
"3616","south dakota,lawrence",8753,4537,538
"3617","south dakota,lincoln",19617,11981,798
"3618","south dakota,lyman",1042,525,30
"3619","south dakota,mccook",2068,769,63
"3620","south dakota,mcpherson",1075,222,27
"3621","south dakota,marshall",1287,858,33
"3622","south dakota,meade",9875,3285,510
"3623","south dakota,mellette",449,298,22
"3624","south dakota,miner",787,320,31
"3625","south dakota,minnehaha",49249,40482,2595
"3626","south dakota,moody",1951,1179,76
"3627","south dakota,pennington",35063,20606,1849
"3628","south dakota,perkins",1401,239,29
"3629","south dakota,potter",1139,227,14
"3630","south dakota,roberts",2404,1828,75
"3631","south dakota,sanborn",905,257,23
"3632","south dakota,oglala lakota",297,2829,74
"3633","south dakota,spink",2104,998,61
"3634","south dakota,stanley",1203,421,28
"3635","south dakota,sully",726,185,19
"3636","south dakota,todd",532,1963,44
"3637","south dakota,tripp",2161,495,40
"3638","south dakota,turner",3290,1139,119
"3639","south dakota,union",5944,2725,186
"3640","south dakota,walworth",1966,565,49
"3641","south dakota,yankton",6581,4016,303
"3642","south dakota,ziebach",404,481,21
"3643","tennessee,anderson",23184,11741,645
"3644","tennessee,bedford",14354,4453,281
"3645","tennessee,benton",5668,1529,63
"3646","tennessee,bledsoe",4725,971,62
"3647","tennessee,blount",47369,17932,1308
"3648","tennessee,bradley",35204,9851,810
"3649","tennessee,campbell",12331,2441,161
"3650","tennessee,cannon",5190,1261,106
"3651","tennessee,carroll",9205,2559,141
"3652","tennessee,carter",19584,4529,379
"3653","tennessee,cheatham",14438,5514,308
"3654","tennessee,chester",5952,1412,220
"3655","tennessee,claiborne",10604,2202,139
"3656","tennessee,clay",2733,735,38
"3657","tennessee,cocke",12162,2533,164
"3658","tennessee,coffee",17883,5705,694
"3659","tennessee,crockett",4673,1382,59
"3660","tennessee,cumberland",25168,6728,383
"3661","tennessee,davidson",100218,199703,9737
"3662","tennessee,decatur",4229,904,108
"3663","tennessee,dekalb",6672,1750,91
"3664","tennessee,dickson",17643,6106,574
"3665","tennessee,dyer",11768,3158,153
"3666","tennessee,fayette",15690,7027,267
"3667","tennessee,fentress",7441,1214,74
"3668","tennessee,franklin",13987,4864,281
"3669","tennessee,gibson",16259,5771,305
"3670","tennessee,giles",9784,3298,121
"3671","tennessee,grainger",8565,1467,102
"3672","tennessee,greene",22259,5199,629
"3673","tennessee,grundy",4802,988,65
"3674","tennessee,hamblen",18811,5500,320
"3675","tennessee,hamilton",92108,75522,3483
"3676","tennessee,hancock",2372,362,10
"3677","tennessee,hardeman",5760,4180,123
"3678","tennessee,hardin",9559,1775,204
"3679","tennessee,hawkins",20405,4083,336
"3680","tennessee,haywood",3343,4012,84
"3681","tennessee,henderson",9797,2092,131
"3682","tennessee,henry",11239,3548,260
"3683","tennessee,hickman",7577,2130,125
"3684","tennessee,houston",2718,871,97
"3685","tennessee,humphreys",6120,2017,99
"3686","tennessee,jackson",4118,1135,70
"3687","tennessee,jefferson",18651,4654,311
"3688","tennessee,johnson",6468,1246,87
"3689","tennessee,knox",124540,91422,4594
"3690","tennessee,lake",1492,526,16
"3691","tennessee,lauderdale",5674,3193,98
"3692","tennessee,lawrence",15334,3195,189
"3693","tennessee,lewis",4474,1072,63
"3694","tennessee,lincoln",12281,2919,408
"3695","tennessee,loudon",21713,6948,686
"3696","tennessee,mcminn",18198,4361,285
"3697","tennessee,mcnairy",9093,1943,239
"3698","tennessee,macon",8096,1307,84
"3699","tennessee,madison",23943,18390,617
"3700","tennessee,marion",9911,3177,168
"3701","tennessee,marshall",11043,3605,230
"3702","tennessee,maury",31464,14418,775
"3703","tennessee,meigs",4467,1008,57
"3704","tennessee,monroe",16783,3764,250
"3705","tennessee,montgomery",42187,32472,2099
"3706","tennessee,moore",2888,573,78
"3707","tennessee,morgan",6930,1167,131
"3708","tennessee,obion",10790,2589,142
"3709","tennessee,overton",7918,2033,86
"3710","tennessee,perry",2775,615,38
"3711","tennessee,pickett",2381,525,25
"3712","tennessee,polk",6792,1492,76
"3713","tennessee,putnam",23759,9185,649
"3714","tennessee,rhea",11050,2369,218
"3715","tennessee,roane",19230,6043,644
"3716","tennessee,robertson",24536,8692,489
"3717","tennessee,rutherford",81480,59341,3057
"3718","tennessee,scott",8004,986,62
"3719","tennessee,sequatchie",5855,1298,99
"3720","tennessee,sevier",33783,8721,1031
"3721","tennessee,shelby",129815,246105,6135
"3722","tennessee,smith",7136,1802,113
"3723","tennessee,stewart",4950,1232,114
"3724","tennessee,sullivan",55860,17272,1225
"3725","tennessee,sumner",63454,27680,1496
"3726","tennessee,tipton",20070,6837,401
"3727","tennessee,trousdale",2936,1012,50
"3728","tennessee,unicoi",6599,1615,93
"3729","tennessee,union",6803,1249,71
"3730","tennessee,van buren",2342,544,35
"3731","tennessee,warren",12323,4126,245
"3732","tennessee,washington",40444,18638,1121
"3733","tennessee,wayne",5795,820,54
"3734","tennessee,weakley",10396,3020,319
"3735","tennessee,white",9606,2143,146
"3736","tennessee,williamson",86469,50161,2386
"3737","tennessee,wilson",50296,22254,1780
"3738","texas,anderson",15110,3955,162
"3739","texas,andrews",4943,850,70
"3740","texas,angelina",25076,9143,355
"3741","texas,aransas",9239,2916,135
"3742","texas,archer",4300,446,50
"3743","texas,armstrong",1035,75,2
"3744","texas,atascosa",12039,5876,203
"3745","texas,austin",11447,2951,156
"3746","texas,bailey",1434,409,17
"3747","texas,bandera",10057,2505,153
"3748","texas,bastrop",20516,15474,675
"3749","texas,baylor",1494,183,25
"3750","texas,bee",6006,3288,126
"3751","texas,bell",67893,57014,2468
"3752","texas,bexar",308618,448452,11882
"3753","texas,blanco",5443,1911,87
"3754","texas,borden",397,16,3
"3755","texas,bosque",7469,1561,96
"3756","texas,bowie",27116,10747,398
"3757","texas,brazoria",90433,62228,2323
"3758","texas,brazos",47530,35349,2182
"3759","texas,brewster",2461,2258,103
"3760","texas,briscoe",639,78,8
"3761","texas,brooks",998,1470,16
"3762","texas,brown",13698,2107,164
"3763","texas,burleson",6743,1788,78
"3764","texas,burnet",18767,5639,311
"3765","texas,caldwell",8031,6672,270
"3766","texas,calhoun",5641,2148,67
"3767","texas,callahan",6012,734,86
"3768","texas,cameron",49032,64063,1079
"3769","texas,camp",3626,1394,40
"3770","texas,carson",2779,297,46
"3771","texas,cass",11033,2795,99
"3772","texas,castro",1602,466,15
"3773","texas,chambers",17353,3997,302
"3774","texas,cherokee",15101,4210,197
"3775","texas,childress",1943,310,26
"3776","texas,clay",5069,614,58
"3777","texas,cochran",809,177,14
"3778","texas,coke",1586,178,15
"3779","texas,coleman",3641,451,32
"3780","texas,collin",252318,230945,8953
"3781","texas,collingsworth",1048,155,15
"3782","texas,colorado",7472,2420,83
"3783","texas,comal",62740,24826,1326
"3784","texas,comanche",5177,853,56
"3785","texas,concho",1058,197,13
"3786","texas,cooke",15596,3210,213
"3787","texas,coryell",15438,7565,490
"3788","texas,cottle",540,113,9
"3789","texas,crane",1247,241,15
"3790","texas,crockett",1220,344,10
"3791","texas,crosby",1396,527,30
"3792","texas,culberson",415,438,11
"3793","texas,dallam",1389,197,23
"3794","texas,dallas",307076,598576,15986
"3795","texas,dawson",2951,808,30
"3796","texas,deaf smith",3294,1264,52
"3797","texas,delta",2162,403,27
"3798","texas,denton",222480,188695,6789
"3799","texas,de witt",6567,1494,57
"3800","texas,dickens",853,130,5
"3801","texas,dimmit",1384,2264,18
"3802","texas,donley",1438,198,12
"3803","texas,duval",2443,2575,35
"3804","texas,eastland",7237,983,73
"3805","texas,ector",32697,11367,521
"3806","texas,edwards",893,168,5
"3807","texas,ellis",56717,27565,1211
"3808","texas,el paso",84331,178126,4758
"3809","texas,erath",13684,2916,255
"3810","texas,falls",4177,1899,57
"3811","texas,fannin",12171,2655,181
"3812","texas,fayette",10171,2661,111
"3813","texas,fisher",1448,352,26
"3814","texas,floyd",1584,438,17
"3815","texas,foard",445,99,7
"3816","texas,fort bend",157718,195552,4244
"3817","texas,franklin",4161,804,44
"3818","texas,freestone",6991,1635,85
"3819","texas,frio",2823,2422,34
"3820","texas,gaines",5355,576,65
"3821","texas,galveston",93911,58842,2307
"3822","texas,garza",1413,231,9
"3823","texas,gillespie",12514,3176,160
"3824","texas,glasscock",611,39,3
"3825","texas,goliad",3085,877,26
"3826","texas,gonzales",5627,1948,73
"3827","texas,gray",6840,829,113
"3828","texas,grayson",44163,14506,770
"3829","texas,gregg",32493,14796,693
"3830","texas,grimes",9432,2833,149
"3831","texas,guadalupe",47553,28805,1260
"3832","texas,hale",7177,2279,128
"3833","texas,hall",995,168,6
"3834","texas,hamilton",3616,641,93
"3835","texas,hansford",1849,166,32
"3836","texas,hardeman",1330,241,9
"3837","texas,hardin",23858,3474,303
"3838","texas,harris",700630,918193,21995
"3839","texas,harrison",21466,7908,336
"3840","texas,hartley",1868,195,15
"3841","texas,haskell",1840,353,21
"3842","texas,hays",47680,59524,2191
"3843","texas,hemphill",1486,206,28
"3844","texas,henderson",28911,7060,339
"3845","texas,hidalgo",90527,128199,2158
"3846","texas,hill",11926,2860,145
"3847","texas,hockley",6536,1482,77
"3848","texas,hood",26496,5648,397
"3849","texas,hopkins",12719,3046,176
"3850","texas,houston",7060,2314,64
"3851","texas,howard",8054,2069,128
"3852","texas,hudspeth",779,371,15
"3853","texas,hunt",29163,8906,505
"3854","texas,hutchinson",7681,965,127
"3855","texas,irion",759,120,10
"3856","texas,jack",3418,331,33
"3857","texas,jackson",5231,1033,78
"3858","texas,jasper",12542,2954,115
"3859","texas,jeff davis",784,501,20
"3860","texas,jefferson",47570,46073,1116
"3861","texas,jim hogg",833,1197,6
"3862","texas,jim wells",7453,6119,97
"3863","texas,johnson",54628,16464,992
"3864","texas,jones",5660,999,82
"3865","texas,karnes",3968,1234,50
"3866","texas,kaufman",37624,18405,674
"3867","texas,kendall",20083,6020,348
"3868","texas,kenedy",127,65,2
"3869","texas,kent",411,47,4
"3870","texas,kerr",20879,6524,342
"3871","texas,kimble",1987,284,21
"3872","texas,king",151,8,0
"3873","texas,kinney",1144,446,13
"3874","texas,kleberg",5504,5314,126
"3875","texas,knox",1180,265,11
"3876","texas,lamar",16760,4458,224
"3877","texas,lamb",3521,840,48
"3878","texas,lampasas",8086,2144,169
"3879","texas,la salle",1335,1052,19
"3880","texas,la vaca",8804,1333,60
"3881","texas,lee",6255,1750,82
"3882","texas,leon",7523,1072,79
"3883","texas,liberty",23302,5785,247
"3884","texas,limestone",6789,2213,93
"3885","texas,lipscomb",1205,131,17
"3886","texas,live oak",4199,819,36
"3887","texas,llano",10079,2465,116
"3888","texas,loving",60,4,2
"3889","texas,lubbock",78861,40017,1903
"3890","texas,lynn",1853,428,12
"3891","texas,mcculloch",2904,490,42
"3892","texas,mclennan",59543,36688,1641
"3893","texas,mcmullen",460,53,3
"3894","texas,madison",4169,1088,40
"3895","texas,marion",3470,1339,55
"3896","texas,martin",1857,288,15
"3897","texas,mason",1991,457,26
"3898","texas,matagorda",9845,3733,148
"3899","texas,maverick",6881,8332,133
"3900","texas,medina",15642,6773,240
"3901","texas,menard",823,197,8
"3902","texas,midland",45624,12329,1035
"3903","texas,milam",7984,2496,98
"3904","texas,mills",2217,271,17
"3905","texas,mitchell",2170,397,13
"3906","texas,montague",8615,1097,102
"3907","texas,montgomery",193382,74377,3705
"3908","texas,moore",4359,1062,87
"3909","texas,morris",3872,1669,46
"3910","texas,motley",604,46,2
"3911","texas,nacogdoches",17378,9000,407
"3912","texas,navarro",13800,5101,222
"3913","texas,newton",4882,1173,39
"3914","texas,nolan",4131,1162,64
"3915","texas,nueces",64617,60925,1778
"3916","texas,ochiltree",2812,302,42
"3917","texas,oldham",917,81,11
"3918","texas,orange",29186,6357,451
"3919","texas,palo pinto",10179,2178,132
"3920","texas,panola",9326,2057,68
"3921","texas,parker",62045,13017,1066
"3922","texas,parmer",2135,488,27
"3923","texas,pecos",3215,1382,77
"3924","texas,polk",18573,5387,224
"3925","texas,potter",22820,9921,645
"3926","texas,presidio",721,1463,33
"3927","texas,rains",5155,842,56
"3928","texas,randall",50796,12802,1076
"3929","texas,reagan",942,172,10
"3930","texas,real",1643,320,19
"3931","texas,red river",4517,1246,43
"3932","texas,reeves",2254,1395,40
"3933","texas,refugio",2210,1108,48
"3934","texas,roberts",529,17,4
"3935","texas,robertson",5646,2374,90
"3936","texas,rockwall",36726,16412,753
"3937","texas,runnels",3807,552,50
"3938","texas,rusk",16534,4629,233
"3939","texas,sabine",4784,669,35
"3940","texas,san augustine",3007,980,15
"3941","texas,san jacinto",10161,2337,142
"3942","texas,san patricio",16516,8988,386
"3943","texas,san saba",2308,287,7
"3944","texas,schleicher",940,211,8
"3945","texas,scurry",4983,818,69
"3946","texas,shackelford",1484,130,14
"3947","texas,shelby",7975,2068,44
"3948","texas,sherman",886,91,14
"3949","texas,smith",69080,29615,1638
"3950","texas,somervell",4105,768,74
"3951","texas,starr",8247,9123,156
"3952","texas,stephens",3385,397,18
"3953","texas,sterling",584,51,4
"3954","texas,stonewall",615,116,5
"3955","texas,sutton",1222,322,13
"3956","texas,swisher",1845,478,33
"3957","texas,tarrant",409741,411567,13389
"3958","texas,taylor",39547,14588,1000
"3959","texas,terrell",334,119,5
"3960","texas,terry",2812,757,43
"3961","texas,throckmorton",806,82,11
"3962","texas,titus",7570,2856,115
"3963","texas,tom green",32313,12239,658
"3964","texas,travis",161337,435860,13152
"3965","texas,trinity",5579,1323,36
"3966","texas,tyler",8194,1403,63
"3967","texas,upshur",15809,2877,206
"3968","texas,upton",1178,170,20
"3969","texas,uvalde",6174,4073,97
"3970","texas,val verde",8284,6771,217
"3971","texas,van zandt",22270,3516,208
"3972","texas,victoria",23358,10380,450
"3973","texas,walker",15375,7884,353
"3974","texas,waller",14260,8191,283
"3975","texas,ward",3241,764,55
"3976","texas,washington",12959,4261,207
"3977","texas,webb",25898,41820,721
"3978","texas,wharton",11926,4694,146
"3979","texas,wheeler",2159,168,10
"3980","texas,wichita",32069,13161,810
"3981","texas,wilbarger",3524,956,44
"3982","texas,willacy",2441,3108,0
"3983","texas,williamson",139729,143795,6635
"3984","texas,wilson",18463,6350,200
"3985","texas,winkler",1753,358,15
"3986","texas,wise",27032,4973,360
"3987","texas,wood",19049,3509,221
"3988","texas,yoakum",2174,420,37
"3989","texas,young",7110,1034,95
"3990","texas,zapata",2033,1826,15
"3991","texas,zavala",1490,2864,25
"3992","utah,beaver",2695,357,48
"3993","utah,box elder",21548,4473,1006
"3994","utah,cache",38032,16650,2889
"3995","utah,carbon",6693,2392,284
"3996","utah,daggett",496,111,12
"3997","utah,davis",104135,57411,8349
"3998","utah,duchesne",7513,843,202
"3999","utah,emery",4207,572,86
"4000","utah,garfield",2158,514,60
"4001","utah,grand",2248,2806,131
"4002","utah,iron",18989,4892,1009
"4003","utah,juab",5087,645,134
"4004","utah,kane",2998,1083,99
"4005","utah,millard",5404,624,132
"4006","utah,morgan",5181,1086,245
"4007","utah,piute",773,86,12
"4008","utah,rich",1157,180,26
"4009","utah,salt lake",230174,289906,21095
"4010","utah,san juan",3535,3113,230
"4011","utah,sanpete",10459,1794,378
"4012","utah,sevier",9052,1084,227
"4013","utah,summit",10252,15244,592
"4014","utah,tooele",21014,8943,1561
"4015","utah,uintah",13261,1663,383
"4016","utah,utah",192812,76033,15635
"4017","utah,wasatch",10795,6187,599
"4018","utah,washington",67294,20530,2652
"4019","utah,wayne",1229,365,27
"4020","utah,weber",65949,40695,4798
"4021","vermont,addison",445,379,46
"4022","vermont,albany",286,235,19
"4023","vermont,alburgh",550,499,30
"4024","vermont,andover",216,132,17
"4025","vermont,arlington",929,511,45
"4026","vermont,athens",120,84,10
"4027","vermont,bakersfield",395,272,29
"4028","vermont,baltimore",63,72,8
"4029","vermont,barnard",465,177,27
"4030","vermont,barnet",624,437,34
"4031","vermont,barre",2380,1298,129
"4032","vermont,barre town",2512,2093,161
"4033","vermont,barton",687,570,39
"4034","vermont,belvidere",79,93,4
"4035","vermont,bennington",4369,2473,254
"4036","vermont,benson",258,305,20
"4037","vermont,berkshire",284,402,25
"4038","vermont,berlin",960,520,54
"4039","vermont,bethel",728,381,38
"4040","vermont,bloomfield",55,73,2
"4041","vermont,bolton",537,218,23
"4042","vermont,bradford",893,549,52
"4043","vermont,braintree",434,260,23
"4044","vermont,brandon",1213,896,75
"4045","vermont,brattleboro",5423,1053,187
"4046","vermont,bridgewater",372,212,17
"4047","vermont,bridport",392,321,25
"4048","vermont,brighton",258,342,19
"4049","vermont,bristol",1482,691,72
"4050","vermont,brookfield",506,307,39
"4051","vermont,brookline",217,96,16
"4052","vermont,brownington",218,265,7
"4053","vermont,brunswick",27,35,2
"4054","vermont,burke",534,366,24
"4055","vermont,burlington",19238,2293,687
"4056","vermont,cabot",558,296,38
"4057","vermont,calais",886,221,41
"4058","vermont,cambridge",1521,587,91
"4059","vermont,canaan",239,241,18
"4060","vermont,castleton",1056,1042,63
"4061","vermont,cavendish",466,297,29
"4062","vermont,charleston",247,274,20
"4063","vermont,charlotte",2285,511,90
"4064","vermont,chelsea",404,284,35
"4065","vermont,chester",1089,619,64
"4066","vermont,chittenden",473,343,37
"4067","vermont,clarendon",656,782,31
"4068","vermont,colchester",6451,2852,291
"4069","vermont,concord",262,343,25
"4070","vermont,corinth",459,350,21
"4071","vermont,cornwall",663,145,42
"4072","vermont,coventry",245,294,29
"4073","vermont,craftsbury",558,190,26
"4074","vermont,danby",325,405,25
"4075","vermont,danville",855,559,55
"4076","vermont,derby",1167,1280,68
"4077","vermont,dorset",997,377,39
"4078","vermont,dover",613,296,39
"4079","vermont,dummerston",1035,281,41
"4080","vermont,duxbury",648,243,23
"4081","vermont,east haven",69,65,6
"4082","vermont,east montpelier",1315,391,58
"4083","vermont,eden",303,313,18
"4084","vermont,elmore",447,149,10
"4085","vermont,enosburgh",640,590,44
"4086","vermont,essex",9573,3415,426
"4087","vermont,fairfax",1648,1229,119
"4088","vermont,fairfield",625,474,41
"4089","vermont,fair haven",624,647,37
"4090","vermont,fairlee",442,160,19
"4091","vermont,fayston",796,150,25
"4092","vermont,ferrisburg",1202,561,67
"4093","vermont,fletcher",494,291,39
"4094","vermont,franklin",318,407,29
"4095","vermont,georgia",1517,1295,105
"4096","vermont,glover",401,239,26
"4097","vermont,goshen",90,34,2
"4098","vermont,grafton",263,129,13
"4099","vermont,granby",20,23,0
"4100","vermont,grand isle",831,538,40
"4101","vermont,granville",136,30,3
"4102","vermont,greensboro",365,106,20
"4103","vermont,groton",248,272,29
"4104","vermont,guildhall",79,90,5
"4105","vermont,guilford",975,345,34
"4106","vermont,halifax",273,193,26
"4107","vermont,hancock",102,57,12
"4108","vermont,hardwick",932,576,69
"4109","vermont,hartford",4516,1574,174
"4110","vermont,hartland",1511,631,56
"4111","vermont,highgate",698,977,51
"4112","vermont,hinesburg",2254,749,81
"4113","vermont,holland",139,210,9
"4114","vermont,hubbardton",221,191,15
"4115","vermont,huntington",1047,312,46
"4116","vermont,hyde park",1118,546,67
"4117","vermont,ira",130,130,2
"4118","vermont,irasburg",257,405,11
"4119","vermont,isle la motte",191,147,11
"4120","vermont,jamaica",406,149,26
"4121","vermont,jay",144,139,11
"4122","vermont,jericho",2657,905,100
"4123","vermont,johnson",994,528,67
"4124","vermont,kirby",190,129,10
"4125","vermont,landgrove",114,18,2
"4126","vermont,leicester",296,230,16
"4127","vermont,lemington",25,23,1
"4128","vermont,lincoln",723,211,25
"4129","vermont,londonderry",744,347,27
"4130","vermont,lowell",201,273,13
"4131","vermont,ludlow",718,473,46
"4132","vermont,lunenburg",243,366,24
"4133","vermont,lyndon",1207,1136,97
"4134","vermont,maidstone",67,74,4
"4135","vermont,manchester",1985,732,68
"4136","vermont,marlboro",528,94,24
"4137","vermont,marshfield",586,336,42
"4138","vermont,mendon",445,314,21
"4139","vermont,middlebury",3479,732,120
"4140","vermont,middlesex",977,231,35
"4141","vermont,middletown springs",308,225,16
"4142","vermont,milton",3344,2612,212
"4143","vermont,monkton",960,395,48
"4144","vermont,montgomery",449,278,29
"4145","vermont,montpelier",4576,468,141
"4146","vermont,moretown",926,223,36
"4147","vermont,morgan",172,218,11
"4148","vermont,morristown",2256,833,108
"4149","vermont,mount holly",452,375,21
"4150","vermont,mount tabor",55,56,6
"4151","vermont,newark",169,159,18
"4152","vermont,newbury",682,490,42
"4153","vermont,newfane",842,261,38
"4154","vermont,new haven",732,396,44
"4155","vermont,newport",1033,757,52
"4156","vermont,newport town",341,415,20
"4157","vermont,northfield",1508,837,120
"4158","vermont,north hero",430,250,25
"4159","vermont,norton",44,62,2
"4160","vermont,norwich",2316,211,43
"4161","vermont,orange",261,324,25
"4162","vermont,orwell",367,351,34
"4163","vermont,panton",271,137,12
"4164","vermont,pawlet",496,369,22
"4165","vermont,peacham",357,141,21
"4166","vermont,peru",218,71,11
"4167","vermont,pittsfield",206,120,6
"4168","vermont,pittsford",896,784,57
"4169","vermont,plainfield",606,166,42
"4170","vermont,plymouth",251,104,16
"4171","vermont,pomfret",509,146,24
"4172","vermont,poultney",844,755,65
"4173","vermont,pownal",892,831,55
"4174","vermont,proctor",534,392,29
"4175","vermont,putney",1234,235,46
"4176","vermont,randolph",1685,801,100
"4177","vermont,reading",312,120,13
"4178","vermont,readsboro",203,212,16
"4179","vermont,richford",434,478,30
"4180","vermont,richmond",2287,572,82
"4181","vermont,ripton",280,76,13
"4182","vermont,rochester",526,183,23
"4183","vermont,rockingham",1703,718,98
"4184","vermont,roxbury",281,134,18
"4185","vermont,royalton",930,492,64
"4186","vermont,rupert",269,154,14
"4187","vermont,rutland",4679,3026,295
"4188","vermont,rutland town",1376,1039,71
"4189","vermont,ryegate",329,298,21
"4190","vermont,st. albans",1982,946,129
"4191","vermont,st. albans town",2126,1557,111
"4192","vermont,st. george",310,131,12
"4193","vermont,st. johnsbury",2034,1218,125
"4194","vermont,salisbury",393,258,25
"4195","vermont,sandgate",147,96,10
"4196","vermont,searsburg",28,36,0
"4197","vermont,shaftsbury",1346,818,61
"4198","vermont,sharon",585,278,31
"4199","vermont,sheffield",197,163,14
"4200","vermont,shelburne",4358,953,108
"4201","vermont,sheldon",435,532,48
"4202","vermont,killington",560,255,21
"4203","vermont,shoreham",445,263,34
"4204","vermont,shrewsbury",395,268,27
"4205","vermont,south burlington",10057,2271,342
"4206","vermont,south hero",903,376,30
"4207","vermont,springfield",2583,1768,165
"4208","vermont,stamford",254,267,18
"4209","vermont,stannard",82,28,4
"4210","vermont,starksboro",636,333,54
"4211","vermont,stockbridge",341,123,13
